id,opensora2/aesthetic_quality,opensora2/imaging_quality,opensora2/overall_consistency,Sora_cla/aesthetic_quality,Sora_cla/imaging_quality,Sora_cla/overall_consistency,wan2.1_cla/aesthetic_quality,wan2.1_cla/imaging_quality,wan2.1_cla/overall_consistency,wan2.2_cla/aesthetic_quality,wan2.2_cla/imaging_quality,wan2.2_cla/overall_consistency,vidu_cla/aesthetic_quality,vidu_cla/imaging_quality,vidu_cla/overall_consistency,Kling-1.6_cla/aesthetic_quality,Kling-1.6_cla/imaging_quality,Kling-1.6_cla/overall_consistency,hunyuanvideo_cla/aesthetic_quality,hunyuanvideo_cla/imaging_quality,hunyuanvideo_cla/overall_consistency,veo_3_cla/aesthetic_quality,veo_3_cla/imaging_quality,veo_3_cla/overall_consistency,difficulty
A cat wearing sunglasses and working as a lifeguard at a pool.,0.6910127162933349,0.6752501392808071,0.28205448389053345,0.7214573979377746,0.7198805685424805,0.2879570186138153,0.712149128317833,0.6293646575786449,0.2968520000576973,0.7666439175605774,0.736922614015179,0.28809763193130494,0.6960986375808715,0.7023628728005193,0.31431652307510377,0.6555897295475006,0.6995073966663408,0.3151182159781456,0.7025705695152282,0.695294664072436,0.29195948243141173,0.7183431386947632,0.7240053877830506,0.3016932725906372,level0
Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks.,0.6997966647148133,0.7756243778199188,0.26219999194145205,0.5910253763198853,0.7771061296590169,0.24274991750717162,0.6618546545505524,0.7599295934041341,0.22193531319499016,0.7316025853157043,0.7562528081823279,0.22733005583286287,0.5877969861030579,0.7654850337120795,0.24743463099002838,0.6752256453037262,0.7604446488693047,0.25981511175632477,0.6448569297790527,0.7890514015375182,0.25810825228691103,0.6103409171104431,0.7874656808376312,0.2547388821840286,level0
"Splash of turquoise water in extreme slow motion, alpha channel included.",0.5377213180065155,0.6166923659568609,0.2352793902158737,0.5360030353069305,0.6534605082702637,0.22428711950778962,0.6051189005374908,0.5136512184143067,0.18122269213199615,0.6835970520973206,0.6516154304786964,0.19894912242889404,0.4446996510028839,0.29024991718415294,0.21431420743465424,0.486245721578598,0.6918371004682359,0.2115938365459442,0.42676064372062683,0.41712589515272036,0.24545827507972717,0.44055540561676027,0.4363601669371128,0.2257350891828537,level0
an ice cream is melting on the table.,0.5081737637519836,0.5911264019456021,0.2213570088148117,0.5592971503734588,0.6702651792907715,0.2693757116794586,0.5713319927453995,0.7692697807594582,0.2675166204571724,0.6921878933906556,0.7443247622266227,0.25686134696006774,0.6490447163581848,0.645165187774166,0.22284604609012604,0.6995092779397964,0.7024402224671297,0.22643133625388145,0.5416035652160645,0.6523015820998553,0.2164078027009964,0.6263353228569031,0.6940009133815767,0.26422646045684817,level0
a drone flying over a snowy forest.,0.507381695508957,0.4930217001271802,0.2917537152767181,0.6915637493133545,0.7614471978759765,0.24286873638629913,0.6738773435354233,0.770933851312708,0.2307514101266861,0.6120568752288819,0.7733848609453366,0.26172053515911103,0.5836262345314026,0.6695996573048253,0.2586258202791214,0.7479829639196396,0.7694579293816911,0.22694148495793343,0.537218052148819,0.732763340321622,0.30658472180366514,0.6825679898262024,0.7153899328708649,0.23009746968746186,level0
a shark is swimming in the ocean.,0.5784592270851135,0.640653571934663,0.22752264738082886,0.5934048771858216,0.6546217697143555,0.22798984944820405,0.6607314944267273,0.7211121326022678,0.21086610853672028,0.6955701589584351,0.7034655631736474,0.22135436832904815,0.6094930171966553,0.6966211024868875,0.2224384218454361,0.5947013646364212,0.6815611233058312,0.20284409448504448,0.5375142097473145,0.676894830215809,0.21088424026966096,0.6199552416801453,0.6468614368836085,0.21406393647193908,level0
Aerial panoramic video from a drone of a fantasy land.,0.7546911835670471,0.7347770890819934,0.19068949818611144,0.7548030734062194,0.7661239274088543,0.18748245537281036,0.7232472598552704,0.7434590520976503,0.1874496079981327,0.806728971004486,0.7535585089789496,0.1622700423002243,0.6671363115310669,0.6153578234026509,0.20364881157875062,0.7847076207399368,0.6700429990776346,0.19009173661470413,0.6964074730873108,0.7761129811604819,0.21757401823997496,0.7218345642089844,0.7307125656803449,0.19688428044319153,level0
a teddy bear is swimming in the ocean.,0.7326536178588867,0.7396863476657128,0.2918220818042755,0.718714964389801,0.6989954052734375,0.30014761090278624,0.7876465916633606,0.7263798024919298,0.2970020994544029,0.8320893406867981,0.7468348000608843,0.2615502834320068,0.7883511304855346,0.742426281836725,0.28350558280944826,0.7211952209472656,0.7278368419235672,0.27873723953962326,0.656319773197174,0.7232277441690135,0.2957903265953064,0.7640356063842774,0.7353544958432516,0.2952854514122009,level0
time lapse of sunrise on mars.,0.5561877250671386,0.48396601060379385,0.24657852649688722,0.5624772369861603,0.7378355418904622,0.21233573257923127,0.6304712444543839,0.6254167873476758,0.20016543567180634,0.7431619524955749,0.6649186116913218,0.2047017127275467,0.5807655811309814,0.5003852567980367,0.2242331624031067,0.6410150676965714,0.5743698448956754,0.19707123562693596,0.5298620104789734,0.6492460165689158,0.1996314436197281,0.5635521888732911,0.5416431410411994,0.24774787425994874,level0
golden fish swimming in the ocean.,0.651037871837616,0.6106815905312235,0.24867697954177856,0.669977331161499,0.6990469847106934,0.23550606071949004,0.6610425263643265,0.6244657029045952,0.2614711821079254,0.6842803835868836,0.7449338128360701,0.25441820323467257,0.5978475689888001,0.6960901297907676,0.20025468170642852,0.6423163414001465,0.6912009804278489,0.16575845703482628,0.604900598526001,0.7167183058982671,0.1753573089838028,0.6118430256843567,0.7338453233639399,0.23826919198036195,level0
An artist brush painting on a canvas close up.,0.4843815565109253,0.6915327387965003,0.23302346765995025,0.3433899462223053,0.6866442706807455,0.2644812762737274,0.46057621389627457,0.6906711872713065,0.22813505306839943,0.5312207460403442,0.7803083179615162,0.21015113294124604,0.5213514864444733,0.7001439616295599,0.21152291297912598,0.45106562972068787,0.6956568888114201,0.25896479189395905,0.32238956689834597,0.634498671243357,0.2637313902378082,0.32440799474716187,0.6283016175031663,0.24590395390987396,level0
"A drone view of celebration with Christmas tree and fireworks, starry sky - background.",0.6739091157913208,0.571555255328038,0.21074267327785492,0.6821067333221436,0.6570176016235351,0.238999405503273,0.7602881193161011,0.6430999071804094,0.2345530167222023,0.7973177909851075,0.7104775296434944,0.22242766618728638,0.7049827456474305,0.6548670125161448,0.21962804794311525,0.7798713147640228,0.6826643659662903,0.21361086145043373,0.7204479575157166,0.6591874031835748,0.22606537938117982,0.7708723783493042,0.6170666608810425,0.24116734266281128,level0
"happy dog wearing a yellow turtleneck, studio, portrait, facing camera, dark background",0.5822112083435058,0.6541878507747206,0.3055524468421936,0.7277012944221497,0.7445633015950521,-0.03518478125333786,0.592737227678299,0.6249653716146211,0.27247922867536545,0.6511283993721009,0.6345044586746781,0.29853069186210635,0.5293721497058869,0.6923126416360178,0.29293438196182253,0.6320623755455017,0.7003731870849103,0.2866923585534096,0.5491349935531616,0.7197957176977349,0.30015128254890444,0.6282244443893432,0.688223517815272,0.2932648003101349,level0
"Origami dancers in white paper, 3D render, on white background, studio shot, dancing modern dance.",0.5922599554061889,0.29126118803393936,0.3412659168243408,0.6131587564945221,0.7437198508707683,0.05890191122889519,0.5935979783535004,0.5617782344347165,0.3496670424938202,0.6175296068191528,0.7578768024209105,0.3010468721389771,0.542549329996109,0.4278288941844817,0.31836757659912107,0.5697400122880936,0.6721373926059834,0.2811471223831177,0.6057583570480347,0.5745200676141783,0.31084800958633424,0.5659130334854126,0.2915656908949216,0.3572888016700745,level0
Campfire at night in a snowy forest with starry sky in the background.,0.7560046195983887,0.596748911480571,0.3133522212505341,0.7503923058509827,0.6788121759033203,0.30830793976783755,0.7884045839309692,0.5442682225027202,0.3125220611691475,0.8286606788635253,0.6497238441749855,0.30892411470413206,0.7181547999382019,0.6492928951017319,0.3020560383796692,0.7646856009960175,0.7230075516047815,0.3223525509238243,0.7722097516059876,0.6145446237963299,0.3043253421783447,0.7411613821983337,0.6609756424029669,0.32404279708862305,level0
a fantasy landscape,0.7256115555763245,0.6841211142576943,0.21672290861606597,0.5819324970245361,0.6813352547709146,0.04727357178926468,0.6944345533847809,0.7475567563374838,0.22141804173588753,0.8022156715393066,0.7697952524820962,0.2027104377746582,0.6839132010936737,0.48026785335233135,0.20502515882253647,0.7189048081636429,0.7506930376978831,0.20420200750231743,0.7988836169242859,0.6649301253917606,0.2210499495267868,0,0,0,level0
A 3D model of a 1800s victorian house.,0.6071562886238098,0.6399640332599018,0.2897861361503601,0.5433023154735566,0.5602463768513998,0.0542470364831388,0.6740535199642181,0.7700663839740517,0.2522526681423187,0.7236088395118714,0.7666989740442347,0.28236048221588134,0.6560748457908631,0.7274554424901163,0.27736124992370603,0.6687402427196503,0.7870378092215764,0.21690571308135986,0.6098249316215515,0.7812942148844402,0.30535513162612915,0.7006243586540222,0.7744114945729573,0.30869598388671876,level0
this is how I do makeup in the morning.,0.402903226017952,0.6159213695821835,0.17515071630477905,0.49740164875984194,0.6822128396097819,0.1988332003355026,0.4968107119202614,0.71628740404859,0.19429947063326836,0.5933561682701111,0.753204630345474,0.2017889589071274,0.5460655689239502,0.7177634701882638,0.20111440122127533,0.4990023747086525,0.7195555377105459,0.19361940026283264,0.38965885043144227,0.620876812957054,0.22105631232261658,0.46143644452095034,0.7291241296132406,0.22204996943473815,level0
"A raccoon that looks like a turtle, digital art.",0.6952203273773193,0.7237065458075944,0.34444048404693606,0.6821534752845764,0.7241849961344402,0.3004319667816162,0.7107260227203369,0.7070478787834261,0.16595515981316566,0.7183343291282653,0.7131722396097067,0.306013810634613,0.6608147859573364,0.7144664671497961,0.2955849260091782,0.650062158703804,0.6625562556650628,0.30610232800245285,0.5669109523296356,0.7278757094745488,0.26667243540287017,0.6668937683105469,0.7074697628418604,0.3030068039894104,level0
Robot dancing in Times Square.,0.7666157841682434,0.5837360087549963,0.33250853419303894,0.7281339049339295,0.6400897263590496,0.32979817390441896,0.8251035511493683,0.6026647372304658,0.2716541886329651,0.7799992442131043,0.767446236692829,0.2695066571235657,0.7393442749977112,0.5431194993603614,0.3317090213298798,0.7407720535993576,0.5523267629631328,0.30894166976213455,0.6274800300598145,0.6075874600077784,0.3372147440910339,0.7334003448486328,0.6653806895017624,0.33687809109687805,level0
Busy freeway at night.,0.6087374687194824,0.5298935333370238,0.25684269070625304,0.6240194201469421,0.5636635763041179,0.26964145302772524,0.6327152103185654,0.6077948340663204,0.27374067902565,0.647805142402649,0.6008478054470485,0.24842167496681214,0.5813703179359436,0.5117971570414881,0.2394687592983246,0.5916380882263184,0.5095265805968605,0.2643694579601288,0.6160671710968018,0.5550263353096423,0.2721936523914337,0.6240431666374207,0.5364027152061462,0.27259002923965453,level0
Balloon full of water exploding in extreme slow motion.,0.5748953461647034,0.6720714246764663,0.2683230102062225,0.49630934596061704,0.5991320746866862,0.2529049664735794,0.5347955748438835,0.571269594475075,0.23098581656813622,0.5975942492485047,0.6602153524704921,0.2270476996898651,0.49729899168014524,0.5570582124033282,0.2034679174423218,0.48135048151016235,0.5965676270085252,0.20197420567274094,0.4414306044578552,0.61726356012507,0.22702403962612153,0.4557440936565399,0.5848714388012886,0.2579173922538757,level0
An astronaut is riding a horse in the space in a photorealistic style.,0.696874463558197,0.6867004948105923,0.31236079931259153,0.7028628349304199,0.6173340463765462,0.3274493277072906,0.7210555225610733,0.6185836770799426,0.3141702488064766,0.7368631362915039,0.6467505998964663,0.30897088050842286,0.6810291171073913,0.734884963373984,0.31860585808753966,0.6986454129219055,0.6568646782364588,0.3235747292637825,0.6766909122467041,0.7196141538989637,0.3202236771583557,0.6599334955215455,0.7054834396044413,0.31850184202194215,level0
Macro slo-mo. Slow motion cropped closeup of roasted coffee beans falling into an empty bowl.,0.6311251044273376,0.5612226030808086,0.27060484886169434,0.6096309185028076,0.6249444686889648,0.2805313289165497,0.5908977538347244,0.6338378296369388,0.2770594358444214,0.6660703897476197,0.6900002995243779,0.2613768458366394,0.6125105142593383,0.563730385134297,0.2829101622104645,0.5960486084222794,0.6594371819397227,0.25504494458436966,0.5893914937973023,0.7011925129262051,0.2584500879049301,0.5289348483085632,0.5611981514493625,0.29412285089492796,level0
"Sewing machine, old sewing machine working.",0.6341670632362366,0.543576377750367,0.21489484906196593,0.5249874532222748,0.6704359570821126,0.229911732673645,0.7152688652276993,0.7434283334237559,0.19318990781903267,0.71942218542099,0.7592080106382018,0.2334071934223175,0.6283000111579895,0.617529602173836,0.23910841345787048,0.6087732911109924,0.696522530401396,0.23252258449792862,0.5389626264572144,0.6725686771481537,0.19637601673603058,0.547203540802002,0.6659584546486537,0.24780277013778687,level0
"Motion colour drop in water, ink swirling in water, colourful ink in water, abstraction fancy dream cloud of ink.",0.5488920569419861,0.702548275141753,0.30545068979263307,0.5051815450191498,0.7603330023193359,0.26535276770591737,0.6119275689125061,0.574118479622735,0.2993973270058632,0.6388975381851196,0.747125835089036,0.25438048541545866,0.35487912893295287,0.2391216472041222,0.22966569364070893,0.4831736385822296,0.7772016025875614,0.23590897396206856,0.5703630685806275,0.6867501818043318,0.2902335822582245,0.47454642653465273,0.46393281157811483,0.26836865246295927,level0
Few big purple plums rotating on the turntable. water drops appear on the skin during rotation. isolated on the white background. close-up. macro.,0.5799410164356231,0.5531795537933824,0.23589489459991456,0.5331618070602417,0.6331844366963704,0.2775560706853867,0.6026190370321274,0.6501692176159517,0.2800682559609413,0.6425008058547974,0.6781080830891927,0.2648869752883911,0.4900440752506256,0.6067921415452034,0.2494755506515503,0.5850463807582855,0.6617080936590172,0.2630440443754196,0.5916616916656494,0.5967362644284271,0.2885493278503418,0.5929381847381592,0.6043168005545934,0.2813059568405151,level0
"Vampire makeup face of beautiful girl, red contact lenses.",0.6188971281051636,0.6996699205147203,0.28198082447052003,0.5973556160926818,0.6984249538675944,0.28515125513076783,0.5949731171131134,0.6284295066786401,0.2510938420891762,0.6498674511909485,0.681571954232675,0.2957307994365692,0.5658026695251465,0.6638233022382183,0.30144686102867124,0.5104958340525627,0.6986320375307962,0.27653267979621887,0.6395897030830383,0.6679845889187599,0.2527179330587387,0.6094513058662414,0.6810465690692264,0.3091809034347534,level0
"Ashtray full of butts on table, smoke flowing on black background, close-up",0.5998158693313599,0.6378589714700862,0.28628723621368407,0.6047783017158508,0.579719367167155,0.2658558875322342,0.5644181966781616,0.5926807520124647,0.28581323474645615,0.6596767425537109,0.6370705536265432,0.2810054957866669,0.6013488650321961,0.5404460486750449,0.2522164285182953,0.5897558182477951,0.6730430908123982,0.25939515605568886,0.5540811657905579,0.6959841638017993,0.27624352276325226,0.5453219532966613,0.5973319143851599,0.2784747540950775,level0
"Pacific coast, carmel by the sea ocean and waves.",0.630771803855896,0.7078157726258271,0.20676129460334777,0.6555352091789246,0.7695059016418456,0.18773967325687407,0.6794447153806686,0.7718523430529936,0.15997740998864174,0.7125585079193115,0.7100400916205512,0.13888338953256607,0.613873302936554,0.663474378032069,0.19934752881526946,0.6326471567153931,0.6973151688951674,0.19134102016687393,0.50947585105896,0.5623923150587451,0.20640336573123932,0.6226890325546265,0.7837292140324911,0.2116224229335785,level0
A teddy bear is playing drum kit in NYC Times Square.,0.7905072331428528,0.6888554071234178,0.3547596871852875,0.8212518334388733,0.66501439356486,0.36311904788017274,0.8237068355083466,0.6303381467748571,0.3541305288672447,0.8191790223121643,0.6952832077403128,0.3476773202419281,0.8149500131607056,0.6978239941750803,0.38568519353866576,0.8640187382698059,0.662063081867962,0.35770320147275925,0.7257583022117615,0.7503841975012491,0.3780546188354492,0.802023732662201,0.715954835851987,0.3694756329059601,level0
A corgi is playing drum kit.,0.6342997074127197,0.6372168647706971,0.3168307602405548,0.5646352529525757,0.7100448445129395,0.30961987376213074,0.6688880026340485,0.6445475196838379,0.31582797318696976,0.6197962880134582,0.6681215958771883,0.3271807074546814,0.6375078678131103,0.7166899960425592,0.32272506356239317,0.6402190774679184,0.6955387856257902,0.3367326334118843,0.5905696868896484,0.6931033489020296,0.3243363738059998,0.6224331140518189,0.6978054156303406,0.33303627371788025,level0
"An Iron man is playing the electronic guitar, high electronic guitar.",0.7287762284278869,0.7475508038424706,0.33002008199691774,0.702996015548706,0.6052050520833333,0.18654702007770538,0.7354400455951691,0.6721079811049097,0.29268384724855423,0.7510000824928283,0.7552804115201222,0.3158122062683105,0.684741759300232,0.6562888208819974,0.23667336404323577,0.7587028592824936,0.6428309995010186,0.29630887508392334,0.6860738754272461,0.7236955103319744,0.3368146061897278,0.7184424519538879,0.7294834195375443,0.3072340369224548,level0
A raccoon is playing the electronic guitar.,0.6723130702972412,0.6518382645836172,0.3256195902824402,0.6936967134475708,0.6563252415466309,0.3395538032054901,0.6911420226097107,0.6750561729478248,0.3425404280424118,0.6367998480796814,0.7397552437487944,0.33038357496261594,0.64552903175354,0.7203371364839615,0.31843372583389284,0.7132820785045624,0.6694575914802392,0.30674130469560623,0.5880245566368103,0.7414978696246479,0.3502184867858887,0.6532701969146728,0.680735609292984,0.32456156611442566,level0
A boat sailing leisurely along the Seine River with the Eiffel Tower in background by Vincent van Gogh,0.6729376316070557,0.7598336968237115,0.23813219964504242,0.725978672504425,0.768061602376302,0.25653110146522523,0.7728736251592636,0.7664600153322574,0.250277116894722,0.7703641295433045,0.7821374485345535,0.2541798412799835,0.6064158201217651,0.719097335200156,0.24125488996505737,0.686798483133316,0.7656822392950413,0.2501245178282261,0.6944878458976745,0.7856088453189347,0.24995171427726745,0.6856429934501648,0.7709630444844564,0.26857911348342894,level0
A corgi's head depicted as an explosion of a nebula,0.6635174632072449,0.6031142084875772,0.2969292223453522,0.6730422377586365,0.6498163792928059,0.2798120081424713,0.7188771814107895,0.6228097248077393,0.33164098858833313,0.6897954821586609,0.6265159150111823,0.3405011475086212,0.6531507492065429,0.6483935530570245,0.30788748860359194,0.6224714517593384,0.6529532296825742,0.3143746703863144,0.5997177958488464,0.6169962591718334,0.31543363332748414,0.6241686701774597,0.5925827810168266,0.3492536246776581,level0
A fantasy landscape,0.6866258323192597,0.6664959069481191,0.2055638313293457,0.7283114790916443,0.7507956955973307,0.24070450365543367,0.722498819231987,0.7069269886723272,0.2255818322300911,0.7466487169265748,0.773485699877327,0.18272214233875275,0.6741061011950175,0.5599721608110654,0.20685761173566183,0.6601254343986511,0.7194194037884597,0.2061471976339817,0.5546315759420395,0.6404083757622298,0.20781909674406052,0.7064428329467773,0.7310939513047536,0.25122661888599396,level0
A future where humans have achieved teleportation technology,0.7122353792190552,0.5746615105562431,0.214087638258934,0.748307979106903,0.6715791258748373,0.23150265216827393,0.7431113421916962,0.7230160138636459,0.20086539909243584,0.7361303687095642,0.7490006189228575,0.2038819044828415,0.6385200142860412,0.4808356228182392,0.20581983029842377,0.6651894748210907,0.6408018428161432,0.18813792243599892,0.5882054805755615,0.6198929464650709,0.18763705641031264,0.7195119023323059,0.672550795952479,0.22195762395858765,level0
"A jellyfish floating through the ocean, with bioluminescent tentacles",0.547779631614685,0.5301513106176096,0.2699448078870773,0.5436924695968628,0.5468558491516113,0.2765676140785217,0.6754908114671707,0.7073526603792921,0.2597278542816639,0.6766694188117981,0.6451280743634259,0.2652356684207916,0.551827609539032,0.5259846079734063,0.24459298551082612,0.5961617976427078,0.6803381673725809,0.2537749595940113,0.5516861200332641,0.668623688276424,0.22495410442352295,0.5335358500480651,0.6795138927300771,0.2702150344848633,level0
A Mars rover moving on Mars,0.580794233083725,0.6212991197571274,0.25187575817108154,0.560194456577301,0.7318155985514323,0.25926741361618044,0.614791750907898,0.6733885487215019,0.2556733712553978,0.6747915148735046,0.7320588205596547,0.25587053000926974,0.5599124908447266,0.6882852618925033,0.24672583043575286,0.6288816034793854,0.7028508230264751,0.21890239417552948,0.49919465780258176,0.7461398850078731,0.2648822605609894,0.5637265324592591,0.775485144217809,0.26169766783714293,level0
